sentence,label
Nasıl aralarını,0
Peru ne yapıyorsun ya kanka ne yapayım tutamıyorum kendimi yaşında altın diyorsun ya bana daha fazla gülmeye devam edersen gideceğim ama ne dedi,0
Müzik,0
Yoksa korkuyor mu bazı tarihçiler korktuğunu bazıları da çok titiz olduğu için yaptırdığı eserin,0
Ne yapıyorsun unutkan balık ince ipi yeşile boyuyorum ama o ince ip değil ki e hangisi inceydi unuttum,0
Ben ne olacağım,0
Anlaşıldı söylediğini yapalım,0
Oradalar,0
Neden öyle diyorsunuz ki annem benim dünyanın en güzel kızı olduğumu söylüyor,0
Müzik şimdi sizi hamur gibi yorum bu güzelce pişireceğim,0
Hayri abi,0
Of hava çok sıcak bak dom dom ve,0
Müzik abone ol,0
Asya nın gerçek yüzünü gördüm,0
Tube yapabileceğimi dürümcü,0
Su,0
Buradayım buradayım işte buradayım,0
Tamam her şey hazır,0
Diğerleri de burada arkadaşlarına dondu ondan kurtarmaya çalışacaklar,0
Bu,0
O yüzden rotam arkasına doğru ilerim işte yani bugün her zami gibi,0
Bahçe de hava alıyor,0
Gören,0
Aa dostlarım muz oldum,0
Ben İnşallah cehennem gibi oyun insan var ya gelme yaratık gelme balgam sesi gelirce,0
Ben de aldım,0
Müzik,0
Daha pişmedi mi ya karnım çok acıktı,0
Ama üzülme,0
Pingu sebzelerim hemen tükeniyor haklısın burayı biraz genişletsek iyi olacak önce çitleri yapmak lazım ama çiftleri yapacak vakit yok sebze yetiştirmek vaktimin çoğunu alıyor kolay gelsin yardım edersen kolay gelir mandalinacım,0
Hala damağımda daha yeni sunuma başlamış,0
Keşke annemin çiçeğini rüzgardan korumaya çalışmasaydı ama ya rüzgarın etkisiyle kırılsaydı,0
Yok,0
Heh sonunda bineceğim lan binsene şu trene gitme,0
Müzik bu,0
Müzik haklayamadım çok sce ı isal misin İyi tamam hadi git hemen o zaman çok teşekkür ederim öğretmenim ay kaçıyor galiba,0
Müzik,0
Bah sana,0
Ekrem,0
Mert abimle suı gelip senden özür dileyecek,0
Fransayı nasıl gittin koçuk,0
Baba eski bir,0
Bekleyelim Şimdi patron ne yapacak ben buna gülmedim öndeyim ve bu yarışmayı dostlarım ivedik le kazanacağım ivedi ile bu yarışmayı kazanacağımı düşünüyorum ve bekliyorum patron,0
Kaptan,0
A minik yaramazlar yine iş başında da olamaz hareket yapıp götürüyorlar,0
Koca,0
Müzik dos s,0
Neyi,0
Ne yapalım,0
Eğer sen de beni seviyorsan bal aşkım ya bunu gidip hemen,0
Hem de çok iyi biliyorum,0
Patron bu şarkıyı duyunca dostlarım,0
Hayri,0
Haydi Şimdi sende,0
Aa benim bir fikrim var,0
Ne görüyorsun,0
Bazıları gibi yardıma ihtiyacım yok ucuz yırtık,0
Hayri,0
Ne oldu bunlar futbolun gerçekte ve arkadaşım önce futbolun kuralları da doğru düzgün öğren sonra gel oynayalım arkadaşım böyle yapmayın ama arkadaşlar işte değil daha gel,0
Su nun telefonunu istiyorum pisu,0
Amacımız ne biliyor musun ben seni güldürmeye çalışacağım,0
Sürgüne gitmeden önce kolyeyi kötü bir amaçla kullanmaması için ondan aldım,0
Sultanım evini tamir ettirelim kız kardeşini de en iyi hekimlerimiz tedavi etsin sen bize lazımsın,0
Hayır hayır hayır,0
Asya,0
Tamam gidelim hadi,0
Müzik,0
Müzik o o,0
Adı üzerinde,0
Eğer pırıl,0
Tamam canım,0
Türk eserlerinden,0
Yüzyıllar boyunca biri,0
Aman,0
Hakkınızı helal edin,0
Gidin,0
Müzik,0
Müzik al bakalım setini a o çok tatlı a yine çıktı ortaya minik yaramazlar Şimdi de bebeğin sütüne gözlükçüler,0
Müzik hala gelmedik mi biraz daha yolumuz var,0
Tuğba,0
Minecraft ta kuruyorsunuz bu şekilde,0
Hemen gidip bakalım bir sürü kırmızı elma var burada,0
Ama pero bu çok yanlış bir şey değil mi ya sinek gitsene,0
Hayır hayır hay bak bak,0
Müzik sultanımız,0
Zeynep hadi aşağı in işimiz,0
Ormandan bir tohum aldık,0
Cümbür,0
Mert abi biraz susadım,0
Tulumbayı bir,0
Bence de,0
Sonra da,0
Oh yapmayın çocuklar,0
Kaçak of of,0
Müzik patron ğim git,0
A bir,0
Tamamdır,0
Hadi bir çözüm bul,0
Yenge mi,0
Oh,0
Gökkuşağı görmemiştim beyaz taşlardan sonra beyaz,0
S yazıyorum,0
Senin saçını aşınıyor lım,0
Burada baştan söyleseydi böyle olmazdır olması tabii kesin bir,0
Camisini görmeye gitmişti moda,0
Size söylediğim yere yani geminin arkasındaki yapıp bölümü olan panel kapağına doğru ilerleyin ömürdür bütün karşımızdaki paneli açın ve içindeki ortama çıkarıp,0
Müzik hayır yine hapşırdığın,0
Kahkaha örümcek,0
Müzik,0
A bak şimdi de ondan seni kurtaracak o nerede babay burada baş sonunda kurtuldu tane bu altından değil yumurt de dondurmanın hemen almadı,0
Bilseydik,0
Asya nasıl,0
Hadi soyun a madem beny çok hızar ettin o zaman sana soralım soruyoruz,0
Aa cebimde,0
Halledeceğim,0
Sen onların abisisin ya evet doğru,0
Fotoğrafı düzelt görüşeceğim çiçek,0
Mert abi kıza abo,0
O zaman hadi söyle bak şu var ya,0
Turp gibiyim turp turp ben ateşsen barut Öptüm seni y,0
Survival,0
Alın size eğlence süpürge harekete geçti gitti of of,0
Seni hemen iyileştirir hasta olursam annemle doktora giderim iyileşirim korkmuyorum hiç o çok tatlı biri hem eğlendirir hem iyileştirir beni kalbimi dinler topla kocaman açarım ağzımı şöyle,0
Orada mısın hükümdarın tüm telsiz kanallarını aradık bu sonuncusu uydu bu çok tuhaf bu dünyada bir yabancının dolaştığını ve tuhaf şeyler yaptığını farkettim ve,0
Böylelikle,0
Hoş geldiniz nedir kaldılar yarım kilo çilek alabilir miyiz paketim elimdesin izlediklerinizden seçim ama biz seçersek kötüleri size kalmaz mı ya işte paranızın karşılığında size hakkıyla içine satmış olacağı,0
Ben de seni özledim ama her Şimdi gitmeliyim güle güle doge amca güle güle yolun açık olsun,0
Hayvanlar bile çalışıyor,0
Tamamdır,0
Neyse ki hepsi gitti sonunda minikleri de şikayet etti gelin bakalım buraya,0
Müzik saçak hemen arabaya binip gitmeliyiz buradan çabuk olun,0
Ben karakterimi vücut ölçüleriyle oynayacağım,0
PK ne yaptın bize ne yaptın bize çok severiz donmuş hemen buradaki aleti alalım lan,0
Elif nerede Onlarda gelseydi Baba onlar evde Gelmek istemediler Ne O nedir öyle Arda ne oluyor Otur Filmi izleyemiyorum Dışarıda bir şey gördüm Arda sessiz ol oğlum Bak herkesi rahatsız ediyorsun Filmi izleyemiyoruz Tamam neyse Film izlemeye devam edelim Ne Ne oluyor O ses nedir Korkmayın Sadece yıldırım düştü İşte yağmurda başladı Eve nasıl gideceğiz Ne Al işte Elektrikler kesildi Neyse Yapacak bir şey yok Filmde yarıda kaldı Neyse Biz artık eve gidelim,0
Marsa uzay mekiği gönderecekler,0
O yüzden direkt şimdi bakın bunları alıyorum,0
Seni gidi seni komik değil mi ya ne sana çay yaptım,0
Haydi bizimle birlikte kalın muum mu boya pembe sen de bizimle birlikte kalın mumu boya pembeye kalın mumu pembeye boyayalım biraz şuraya biraz buraya şaşkın ördek,0
Müzik eder,0
Müzik,0
Peki bundan daha harika bir şey size söyleyeyim mi,0
Hadi içeri gir minik ejderha içeri giremeyecek kadar iyi,0
Yok yok demedi o şaka yapıyor,0
Asya sınıfa geldi seni bulamadı sırana bir şey koydu,0
Yani asıl adıyla,0
Su nun en büyük bu hayattaki sırrı ne sakın söyleme kanka sakın söyleme kanka,0
Aslında ayı yoktu,0
Sağolun,0
Ben de ben de bırakmayacağım inanmıyorum sudiş görüyor musun aralarını bozalım,0
Bilakis rüzgarlar sayesinde uçarlar ancak hava akımlarının çakıştığı noktalarda rüzgardan istifade edemezler ve çok yorulurlar yazık onlara,0
Mustafa,0
Müzik bu,0
Show çekeceksin,0
Müzik,0
Evet,0
Böylece,0
Müzik,0
Mert abi,0
Bak böyle babamı göremez,0
Aa üzülme,0
Sen git ödevini yaptın mı ki sana mahallede iki dokunuşla yaptım bitti abi aynı şey mi,0
Heyecanlı mısın,0
Asıl sen yapıyorsun Cemal Efendi,0
Tabii,0
Müzik,0
Hey,0
Zeki,0
Dur oğlum sahneye sahnen çıkarsan eksi puan sahneye git lan,0
Evet evet jü perdeler açın oh sana,0
A bu kuş seni sevdil mini mini bir kuş uçmuştu omuzuma konmuştu,0
Tamam otur yerine patron otur yerine daha bitmedi oğlum görselin daha bitmedi,0
Derneğini,0
Aa,0
Aslında saatin çalışıyormuş sadece akrep yerinden çıkmış o yüzden sen durduğunu zannetmiştim akrebin hangisi olduğunu biliyor musun,0
Cindy,0
What yaz dost her getirmiş,0
Anlamadım çünkü artık bizi sevmiyor egec,0
Hoşgeldiniz Çocuklar,0
Daha yeni başladık,0
Erdem,0
Ben burada değilim,0
Pardon anlayamadım,0
O görevi onları kulelerden sorumlu görevli vermiş sultanı,0
Pelinsu ne yapmışsa olabilir ki onun en kötü yaptığı şey tekerliği gizli gizli yemek,0
Kirpiğim saçlarımda var,0
Bu,0
Kamil ucu bükülür denesek ne çıkar ay İyi bakalım hadi o zaman tüf tüfleri,0
Mert abim bizi sattı ne sattı mı Şimdi ben başkasının çocuğu mu olacağım,0
Tabii bir şey sorabilir miyim tabii ki sorabilirsiniz efecim neden burası karanlık ve sizde el feneri kullanıyorsunuz buranın ampulü patladı da ondan zevk diyeceğim bugün değiştirmeyi düşünüyorum yıl 2080,0
Mert abi ay,0
Türkçe kitap,0
Minikler bile şaşırdı boyun yaptıklarına daha sevimli canavar eşit gitmem gerekiyor büyük,0
Ah ucundan bir baş geçmedin evet çocuklar dönüyor sana bahsettiğim,0
F,0
Hatta telefonumu da kırdı şey senin telefonunu biraz Ödünç alabilir miyim oyun oynayacağım da istersen pinkini alabilirsin,0
O benim değil mi,0
Anadoluda hiç,0
Ege,0
Bir tane koyun var ya dostlarım böyle koyuna,0
Evet saatim bozuldu çalışmıyor,0
Hatta birçoğu aralarında görev dağılımı yapıp birbirine yardım ediyor Çünkü onlar da bizim gibi hayatın böyle çok daha kolay olduğunu bilerek yaratıldılar,0
Mert abi sen de geçenle ol işte,0
Müzik çok moralim çok bozuk,0
Tamam dikkat et,0
Her yer at kestanesi topladım böyle kaynatıp bir güzel yedik ama at kestan yenmez ki,0
Seni hemen,0
Konağı damda ama anahtarla kapıyı açıyor ilginç şeyler oluyor ilginç ve Öykü,0
Sanki ben var ya ben kız kardeşini gıcı esmek için senin sevgili olma numarası yaptım yani ben de sana meraklı değilim,0
Böylelikle yeni bir odaya,0
Tubea falan bakalım bu videoyu da nasıl upload edeceğim orası da tabii ayrı bir mesele,0
Ne geec tamam doğru bir şeymiş,0
Deneyin ve sonuçları bizimle paylaşın,0
Az önce güldüm patronun yardım et dediği zaman ona güldüm durum şu an,0
Ben fakir olur her şey yolunda da sadece ama biraz sert esiyor evi,0
Asyanın ağzından,0
Sen hiç gördün mü üç yanaklı bir adam,0
Oh trafik sıkışmış neler oluyor acaba en iyisi gidip bir baksın,0
Umarım,0
Müzik,0
Tamam yenisini alırız ama ben onları yıkayıp geminin hayaliyle yürüdüm düşünmüyorum yemek nasibinde yokmuş,0
Nerede,0
Patron ne yedin bu kadar dostlarım oyun gitti Şinasi ne yaptın oğlum,0
Yine kumandayı kapta,0
Merhaba arkadaşlar mesajınızı aldım da geldim,0
May deneyeceğim acaba bunun için bir kitap var mı demek tamirciler için bire kitabı arıyoruz gelin,0
Ben neredeydim nerede olacak sanal mahallede seviye atlamak meşgulüm tam,0
Hadi yerine oturur bir süre köpek o,0
Her şey yolunda mı,0
Sizler olduğunuz sürece,0
Müzik doldum yanlış tarifte yapıyorsun bu ateş bombası her şey karıştı,0
R,0
Benim de benim de ama bak gittiler işte sakin olsa biraz kardeşim ben de besleyeceğim kuşları,0
Jun var çok,0
Mer abi yakay top,0
Neyse ki 12 gözlü de etkisiz hale getirmeyi başardınız düşünceleri değişmediği sürece zaman tipleri tehlikesi hep var olacak demektir,0
Kaptanım yapacağımız dolu değilse yolda ördek bize benzin bile alabilir,0
What de bir şey de,0
Onu tamire vermek istemiyorum,0
Dünya,0
Hiçbir şey yapmadan oturursak ateşi kim yakacak,0
Tamam koyunu buraya ind,0
Evet lira,0
Müzik bu,0
Yolları unut bildiklerini aç bir yeni sayfa bizim çocukların adı rafadan,0
Evet senin,0
Hayır hayır çok kötü şeyler yazmış vah vah vah tüh tüh tüh çok üzüldüm,0
Sen,0
Bizimkileri kamp alanından uzaklaştırmış gerek,0
Ya şu an,0
Bazen ben de korkuyorum meht abimden,0
Umarım e düzelir,0
Ben bunu,0
Yuh e,0
Hey çocuklar gelin bizde yiyelim hadi hayır,0
Asya istersen benim ödevimi alabilirsin ne ödevini mi veriyorsun ne ödevini bana mı veriyorsun,0
Aaaii,0
o gün günlerden pijama partisi günüydü hepimiz,0
Ha ha ha,0
Yıldırım hemen yüksek yere düşüyor,0
Hoş geldin bu arada,0
Onlar sus hamuru değil akıllım kunduz kunduz anne,0
Aa spim ne yaptı,0
Mustafa,0
O bir makine durdurdu koydu,0
Patron sen,0
Haydi hava kararmadan geri dönelim,0
Mert,0
Usta başarabilirsin bunu sanırım vidasına yağ sürmem gerekiyor çorap içeriye geliyorum hala toplu olmaz çünkü cevap yardım et bu çaycı muşta oyna,0
Lag da olmaya başlıyor zaten İnternetimi de  __  buradan,0
Peki biz,0
Gulyabanisi Korkuyorum Gerçekten gördüm Bakın bana saldırmaya çalışıyor Arda sus Gamzeyi korkutuyorsun Bana inanmanız lazım Sakallı uzun boylu bir adam gördüm Bu sanırım,0
Geride,0
Sen bir şey daha düşün,0
Sizler,0
Hadi,0
Bu nasıl osurdum böyle Şinasi misin dostlarım göremiyorum Ç kötü kokuyor bu ne,0
Ben tuvalete gidebilir miyim git kızım ama oyalanma ok öğretmenim sanayın haklısın,0
Siz saygılı olacaksınız,0
Beni güldüremezsin asla gülmem,0
Ben sana söylemiştim zaten aranızda konuşmayın ödev vermiştim,0
Minik değil dev leşmiş bunlar bir top yapıp oynuyorlar,0
Hayri mi bu ne hadsizlik,0
Ateş yakmaya Çalışırken o da birazcık keyif yapacak gece oldu dondum hala,0
Pırpır ederken canlandı ellerim bak boş kaldı Şimdi de burnunun ucuna kondu mini mini bir kuş uçmuştu,0
Hiç g,0
Kardeş,0
Sağ olun arkadaşlar,0
Patron bizi güldürebilecek mi öndeyim şu anda eğer kazanırsam patrondan dostlarım bir ev isteyeceğim Çünkü bir ona ev vereceğim kazanırsa patron,0
Evet patron o zaman ilk ben başlayacağım tamam mı,0
Tamam hemen işte geliyor hem sen hangi belge şeyden başka diyorsun ki eğer,0
Ne yaptığınızı biliyorum,0
Asya bugün çok güzelsin,0
Hayır olamaz elmayı yedi orada neler oluyor,0
Kim daha güçlü ve uzun görelim,0
Kulesi herkesin,0
Ama kazanamazlar,0
Olca kaç tane yumurta var kümeste un,0
Lütfen baba gitmemize izin verir,0
Müzik abone ol abone ol,0
Patron beni güldürmeye çal çak,0
Evet sensin ek,0
Cümbür,0
Ne yaptın asuyu,0
Bu ikinci kez,0
Hemen onu alması gerek bu deliklerde onu almak istiyor mu,0
Günaydın Çocuklar,0
Sen hiç gördün mü üç kulaklı bir adam,0
Müzik,0
Tamam bir daha yapmayacağına söz verirsen seni affederim,0
Ondan önce güvenlik önlemlerini al bakayım artık bugün kağıdımızı tüm dünya ile paylaşabiliriz,0
Onur,0
abone ol abone ol abone ol bu sebebi okul gecesi,0
Baba tabii fore,0
Asya yı görmek istemiyorum dedi giddi sanırım artık seni sevmiyor,0
Sen kapıyı aç göstereceğim ben sana ne vay,0
Dağın,0
Evet,0
Ne oldu lan niye gülüyorsun hazırım yes,0
Ben de çok üzüldüm benim biraz yalnız kalmam lazım tamam mı,0
Evet zeytinler de hazır bak bakalım sosumuz pişmiş,0
Ancak şimdi durum iyice zorlaştı bu hafta bir tahmin edemezsem yenisini nasıl yapacağımı bilmiyorum mesajından olarak yapsak nasıl olur diye düşünüyorum biraz baktım alsa da altından kalkarız her abla,0
Mert abi,0
End çubuğu giriyor,0
Başaramadım hem de fırtınalı yağmur başladı daha ilk denemede pes etmemelisiniz çok daha iyisini yapabileceğinize inanıyor,0
Ben abilerim,0
Cemaat cüm cüm cüm cüm cümbür cemaat,0
Ben çok korkuyorum,0
Ama,0
H dostlarım,0
Melis in yumurta çatlıyor tane,0
Hiçbir şey yapmasa olmaz,0
Müzik,0
Müzik böyle olamaz ha ha hepsi tatlıya dönüştü,0
Köpek ne hale getirdi,0
Rüzgar kesildi tekrar deneyelim,0
Türkçe götürebilir miyim,0
Ben şimdi yakalarım onu gel bakayım buraya,0
Of çok açım şöyle güzel bir mantı ne iyi,0
Arif abi,0
Eğer bu gülmeme challenge ı,0
Tamam geliyorum,0
abone ol,0
C,0
Bunlar bulunur,0
Belgeseli ne diyorsan o neredeyse bitmek köşeli nasıl bitmek üzere dava aşamasında 20 dakika va her şartta tam bir de başlıyor,0
Ne milyonlarca mı yani çok çok fazla,0
Teşekkür ederim,0
Her şey karmakarışık oldu Şu an babama yeniden kavuştuğunu sanmıştım Üzülme kızım,0
Minikler çok şaşırdı bu gidişle bütün otel yiyecek,0
Ben hepinizden daha hızlıyım İhtiyacın olan tüm malzemeleri anında getirerek yardımcı olabilirim,0
Sen benim bir tanemsin yazalım,0
Tamam öndesin patron oğlum şu,0
Parantezi kapatıyorum şimdi bakın bu eşyaya sağ tıkladığım anda direkman yakışıklı güvenliğe dönüşecek,0
Allah,0
Gökkuşağı çizdiniz mi,0
Peki o kitabın konusu ne okey oynamak olamaz bu kitap,0
Müzik,0
Hoşgeldiniz çocuklar,0
Bu yöntem de olmadı,0
Bu pasta şu da aynı anda üç kez basınca topukla şu çekiyor İyi de gerçeğini yerini tutar mı bunlar,0
Müzik yeni bir şey öğrenmek gibi su yok değil mi,0
Ne oldu ki şimdi bittim ben annem çok,0
Kaptan yaptığımızı planlayıp yola çıkmıştır ancak ağır bir gemi çekiyoruz o yüzden ya kutumuz iki katını salı yok,0
Baba parmak,0
Oysa,0
Games çekerim yani çünkü bayağı bir seviyorsunuz bunu ama başka oyunlara başlayacağım onu ileride söyleyeyim bazı korkan arkadaşlar üzülen arkadaşlar olmuş şaka yapıyorum,0
Sürüler,0
Yusuf bana yardım edecek misin,0
Han saatleri kendisi yaptırdığı içinde düzgün çalışmaları konusunda çok titizdir ben de tamirci arayınca herkes sizi söyledi,0
Müzik nu do cu do cu nu do nu,0
Bizimkileri kovalıyor hop ev gelin bakalım,0
Tamam,0
Tulumbayı bir,0
Asya sınıfa geldi seni bulamadı sırana bir şey koydu,0
Egecan,0
Bakın direkt,0
Mert abi asıla doğru düzgün konuşacaksınız,0
Evet,0
Baba gerçek kal,0
Hadi sıradaki dükkana gidiyoruz bu oyunu yükle,0
Merhaba çocuklar mi ne harika,0
Peru ne yapacağız,0
Tabii ki isteriz her dem istersen saatini bana ver sen okurken,0
Egecan grupu olmuş oluyor,0
H kuş,0
Peki aynı bitkinin tohumundan bulup onu yerine koysak,0
Minikler gerçek canavara yenildiler Şunların haline bir,0
Böyle fullet 3lü takımlar,0
Yok yok pusun,0
Asya sana bir hediyem daha var ne hediyesi bu güzeller güzeli,0
Mertle,0
Ama bir dakikacı dostlarım çok merak ediyorum,0
Almanya,0
Mutfağı kanalına hoş geldiniz,0
Siz de biz siz kuşağını gördünüz ne,0
Evet tam bir pizza canavarı,0
Tabii canım otobüs bileti için bu kadar bağırıyorum bilim fuarı da bilet buldum hem de,0
Hazır mısın patron,0
Mert abimle,0
Amca saçmalamayın Öyle bir şey yoktur Baba neyse Bizde artık eve gidelim Elif,0
Bunu kim bu lan neun lan kesesini lan hadi gin beni oturuyorum benim ş lan,0
Hadi bakalım beni takip edin,0
Unuttun mu sussana egec,0
Hadi eve gidelim,0
Quatro,0
Hayır hayır tamam çıktık dipteki gibi oldu bu şunları atalım şöyle,0
Karışım hazırlıyorlar,0
Zeynep ne yapıyorsun bunun bir pusula olduğunu biliyor musun,0
Hadi gezmeye başlayalım,0
Oradalar,0
Su nun sevgilisine seni çok seviyorum,0
Evet arkadaşlar İki seçeneğimiz ateş ederek yok etmeye iptal ettiğim de görelim kendisini alıp dünyaya,0
Sultanımın yüzüne,0
Bakın bu tekneye geleceğim koyun ne yaptın niye dışarıya çıktın,0
Ha tamam bak buraya,0
Mert abi ay,0
Dün bir çiçek ekmiş,0
Allah,0
Old bakın,0
Hayırlı feno kuşun peşini bırak dur nereye kayboldu acaba,0
Neden korktu ki bu kadar,0
Müzik ölümü,0
Bekle beni,0
Ne ayısı uşaklar Hocaymış da hocaymış Kaçıın Ayı geliyor,0
Gümüş sikke bıraktım ellerini yıkadıktan sonra da yüzüme eldivenlerini giymeden tatlım son bir soru sorma yüzünüzü eldiveni giymeden önce mi yoksa sonra mı takarsın,0
Kulesi de her şey gibi ömrünü doldurur saatin bozulmasıyla insanlar işlerine geç kalmış çocuklar okuluna yetişememiş camiler vakitleri karıştır olmuşlar var bu durumu acilen çözmeleri gerekmektedir saatini,0
Zorlu fiziki şartlara direniyor,0
Ve dünyanın her yerine ağaç diktikleri için yemyeşil olmuştur indir,0
Ondan sonra,0
Hadi o zaman yakay top oynayalım al kim yakay top oynamak ister ben ben ben ben ben ben ben,0
Vallahi çok heyecanlıyım dostlarım bakalım,0
Aynen canım aynen kesin mahvedersin,0
Evet neden e eline bir şey batmış ondan bakıyordum,0
Buldun,0
Hadi gel,0
Dünyaya nasıl geldin di kim oğlum bu nereden getirdin,0
Ateş,0
Maşuk daha önce hiç tatile gitmemiş anneanne gelmeyi çok istedi arabayı da minibüs bozulursa diye aldım İyi düşünmüşsün şey anneanne,0
Ha Ne ayısı,0
Müzik damda ama anahtarla kapıyı açıyor bu konakta ilginç şeyler oluyor ilginç ve Öykü,0
Hadi,0
Erdem ve diğerleri kolyeler mi başkalarına,0
Albay uçtu bitti zamanlı,0
Ama baharatlı olsun,0
Müzik dondurma yumurtaya bebek gibi bakıyor minik yaramazlar dalga geçiyorlar onunla bu işte sabah oldu oldu yumurta nerede,0
Ula Karakaçan dedik Gerçekten de kaçtı,0
Gören de diyecek,0
Allah ım dedile dostlarım felaket kokuyor patron,0
Gerek yok tek başıma hallederim benim,0
Of ya Şuna bakın makroyu görüyorsunuz,0
O bizi bırakabiliriz,0
He tamam,0
Vah sana,0
Asya dan hoşlanıyordu bu durum ise benim hiç hoşuma gitmiyordu adeta bizi unutmuştu,0
Müzik,0
Yavuz babam kadar su içemez,0
Ben de annemle babamla,0
Patron sana hiç şansın yok ha bilersin hiç şansın yok,0
Ah derin bir nefes alıp bırakırım geçer öksürüğüm bir ilaçla hasta olunca ay,0
Gel,0
Asya yla konuşmaya çalışıyordu sanırım,0
Aa çok kötü vurdu,0
Mert abi sana bir şey soracağım,0
Anne baksana,0
He,0
A ne yapıyorsun,0
Hiç yerinde,0
Helal sana,0
Dere boyunca gerçekten de birlikten kuvvet doğarmış,0
Ve tamamen elektrik olayı bu görmüş olduğunuz alete,0
Müzik bir sepete bir bana,0
He reklam yapma lan bedava reklam neye yapıyorsun dostlarım,0
Asyaya,0
Hadi bay bay ay görüyor musun nasıl dövmüş,0
Acaba nasıl öğrenebilirim koca köpek,0
Bu bir tuzak mı yoksa,0
Bir de çenem var,0
Hepsi farklı huyda bizim çocukların adı rafadan,0
Hey siz ikiniz,0
Akşam,0
görecek ne çok şey var hoş yaratmış yaradan aleme değer,1
Durmaz çalışır insan her yeni gün ne doğar hiç tükenmez heyecan,1
Haydi gidelim,1
Dostlar hazır mavi karavan mavi karavan mavi karavan,3
Dostlarım,3
Kahkaha,1
Dostlarımı,3
Onlar benim de dostlarım,3
Allah böyle güzel bir denge kurmuş onlar tabiatları geriye hareket ediyor,3
Bu harika bir fikir yaradılışı kanunu evlat,3
Dede sen şükret,3
Hayvanları çok sever kendi belirlediği sınırlar içinde onlara çok da güzel bakar biliyorum,3
Müzik ne güzel bir manzara,3
Peki bu güzel manzaraya mührünü vuran kim,3
Düşündürdü rivayete göre,2
Evet Çelebi sakız ağacının suyu çekince Çelik dayanıklılığına kavuştuğu söylenir mimar kıyıs yapıların denize kayma riskini bildiğinden çok ilginç bir tedbir alıyor,2
Kahkaha çalışalım,1
Mutluluktan havalara,1
Müzik uçacak,1
Sevgili dostlarım ben,3
Müzik bal diyarda her gün yeni masallar doğar bu masalların en eğlencelisi ibinin masalıdır olağanüstü bir şeyler görmek istiyorsanız,1
Hoppa uzay boşluğunda pazar yeri kendimi test edeyim demiştim uzayda alışveriş yapmak ne kadar eğlenceliymiş böyle modla gezegenin yörüngesindeki,1
Pazarda ne kadar eğlendiğini görmüştük,1
Elbette günümüzde elektronik kitaplar kolay bulunuyor ama kağıda basılmış kitaplar bulmak çok zor,2
Müzik bu kokuyu nasıldı özlemişim şanslısınız,3
Evet alın lütfen işte bir çocuğa verilecek kıymetli bir hediye,3
Ne o yoksa kaçmayı mı planlıyorsun Şimdiden söyleyeyim o sevimli canlının yer çekimi numarasına bu sefer hazırlıklı geldin babam seni yakaladığımı öğrenince benimle gurur duyacak anlamıyorum ibi,3
Ha şöyle güzel güzel konuşursak,3
Müzik bunu sana ödeteceğimi göreceksin sabit hızla yükseliyoruz,6
doğayı çok sever hep korurum onu bensiz şarkı mı yaptınız şarkı varsa olmaz doğayı korumak onu sevmeden olmaz prizmandan,3
Var mısın bizimle doğanın keşfine,1
Hadi sen de gel,1
Müzik öğren,2
Macerayı keşfetti,1
Müzik ve sonra mandalina bulduğu beyaz taşlardan bir mandalina heykeli yaptı canım heykelim ne kadar da güzeldi o kadar ağır olmasa buraya getirirdim acaba Şimdi ne yapıyordur beyaz taş mı varmış Çok acayip mandalina,3
Acayip şeyler bulmak konusunda uzmandır benim bulduğum o taşlar meğermiş,1
Mermere de dur mermer demiş koş mermer koş demiş,1
Hadi mermerleyelim demiş Kahkaha,1
Pekala uyuma vakti,1
Yarın meyve toplayacağız biliyorsunuz Kahkaha,1
Misket ne kadar mutlu oldular baksana,1
Anneannem Öğrenmenin yaşı yoktur derdi senin için öyle olabilir ama benim için değil,2
Müzik yakaladım yakaladım mutlu olayım,1
Yukarıda ne var Çok güzel bir manzara var,1
Bu elmanın doğal bir şekilde büyüdüğünü gösterir,2
Gerçekten mi,1
Müzik demek buradasınız bebek İyi ki geldin,3
Dostlarım,3
Daha önce hiç böyle bir şey duymamıştım çok ama çok nadir olan bir,1
Doğa olaydır duymaman ve görmemen normal misketçim,2
Gökkuşağı güneş ışığını,2
Yağmur damlalarından yansıması ile oluşur,2
Müzik kuşağında ise sesin içindeki damlacıklar,2
Yağmur damlasından çok daha küçük olduğu için renkleri yansıtamaz ve beyaz görünür,2
Anneannem Öğrenmenin yaşı yoktur dediğinde haklı mıymış değil miymiş gözlemlerime göre haklıymış mandalina gerçekten Öğrenmenin yaşı yokmuş hem ilginçlik tasladığım için hem de sana inanmadığım için özür dilerim,2
Ne yani gökkuşağını boyamayacak mıyız,1
Müzik elinize sağlık çocuklar çitler çok güzel olmuş artık hem büyük bir tarlamız hem de rengarenk ciltlerimiz var,1
Müzik çok özlediğini düşündük,3
Bayıldım,3
Müzik ama saçtan olmamış saçlar hiç olmamış çocuklar saçları bana bırakın tamam mı onu ben hallederim çok güzel olacak Çok güzel yapacağım Kahkaha,3
Bu kitap anda bir çok soru var mesela matematik ne işe yarar de merak ediyorsanız,2
Müzik eğlenceli olur,1
Müzik benim güzel arkadaşım da,3
Ben de canım arkadaşım,3
Kalkın hadi hadi gidiyoruz hepimiz arkadaşlarımızdan Özür diliyoruz girelim,2
